dt	f	t	l	d
2014072321	011	056	28	5883
2014072321	011	013	27	3838
2014072321	014	013	5	294
2014072321	058	056	77	10728
2014072321	061	061	12	839
2014072321	013	009	15	1854
2014072321	058	058	56	8517
2014072322	057	057	25	1094
2014072322	052	020	38	5682
2014072322	052	052	63	6897
2014072322	052	102	69	7361
2014072322	052	102	68	7324
2014072322	061	052	14	2895
2014072322	061	058	60	9842
2014072322	061	061	93	5586
2014072322	022	020	7	708
2014072322	009	003	26	2632
2014072322	001	102	102	11815
2014072322	001	102	99	12009
2014072322	013	009	25	4245
2014072322	013	009	25	4067
2014072322	025	052	23	4921
2014072322	003	001	105	12674
2014072322	003	001	105	13062
2014072322	097	097	16	880
2014072322	052	052	50	6967
2014072322	052	052	73	10720
2014072322	061	061	25	1268
2014072322	011	010	22	498
2014072322	058	061	19	2385
2014072322	001	003	3	620
2014072322	056	052	80	14173
2014072322	024	021	7	1047
2014072322	052	052	38	6957
2014072322	001	056	29	5595
2014072322	052	052	62	10689
2014072322	052	094	69	11124
2014072322	097	097	3	349
2014072322	053	053	128	8400
2014072322	001	007	32	4962
2014072322	009	003	24	3555
2014072322	003	096	46	5411
2014072322	009	003	24	3520
2014072322	057	003	40	5049
2014072322	061	061	67	10120
2014072322	057	003	39	4839
2014072322	061	061	24	1654
2014072322	103	103	44	6299
2014072322	010	011	6	377
2014072322	025	024	57	2466
2014072322	052	057	29	2366
2014072323	022	020	47	1317
2014072323	022	020	26	1196
2014072323	052	057	19	2466
2014072323	003	011	25	4359
2014072323	003	011	26	4265
2014072323	057	057	123	9150
2014072323	057	057	123	8850
2014072323	001	097	24	3036
2014072323	013	009	15	2407
2014072323	022	020	3	655
2014072323	052	058	10	1766
2014072323	041	013	13	1210
2014072323	052	094	29	318
2014072323	052	094	6	322
2014072323	010	007	88	17320
2014072323	010	007	88	17342
2014072323	097	097	12	1049
2014072323	021	037	40	2444
2014072323	021	037	40	2472
2014072323	053	053	30	6058
2014072323	053	053	31	6081
2014072323	020	013	83	8282
2014072400	009	011	5	900
2014072400	052	052	194	13407
2014072400	052	058	8	1762
2014072400	053	061	8	1970
2014072400	096	102	10	1684
2014072400	096	102	10	1668
2014072400	037	037	27	1451
2014072400	096	102	9	1658
2014072400	061	102	11	2235
2014072400	096	096	19	1796
2014072400	059	059	78	9758
2014072401	057	059	7	1037
2014072401	056	059	4	890
2014072401	003	057	44	4153
2014072401	003	057	47	4128
2014072401	058	058	8	179
2014072402	058	058	64	7969
2014072402	058	058	64	7659
2014072402	011	026	3	475
2014072402	026	026	17	2117
2014072403	026	033	20	2946
2014072403	033	011	28	5078
2014072407	061	061	42	8788
2014072407	002	102	20	3585
2014072408	025	020	8	1474
2014072408	052	061	12	2909
2014072408	013	052	22	4476
2014072408	059	002	23	4208
2014072408	011	058	21	5778
2014072409	020	022	3	661
2014072409	052	061	11	2889
2014072409	020	023	3	990
2014072409	103	056	23	2854
2014072409	011	009	4	863
2014072409	020	022	3	669
2014072409	020	023	5	1047
2014072409	021	011	18	3009
2014072410	056	103	11	1598
2014072410	011	094	29	4817
2014072410	057	094	9	1939
2014072410	057	102	117	18900
2014072410	057	102	116	17889
2014072410	003	001	2	626
2014072410	025	001	21	3787
2014072410	008	037	14	2683
2014072410	053	001	20	3005
2014072410	020	024	7	1245
2014072411	013	026	17	2954
2014072411	059	052	10	2287
2014072411	061	061	24	5707
2014072412	011	009	4	863
2014072412	061	008	309	23975
2014072412	061	008	308	23552
2014072412	011	008	6	1082
2014072412	061	008	307	24256
2014072412	058	058	16	2738
2014072412	011	037	15	2068
2014072412	059	061	4	600
2014072412	001	011	17	2458
2014072412	033	033	60	18202
2014072412	003	096	22	2587
2014072413	053	033	54	5627
2014072413	053	033	53	5631
2014072413	097	097	92	3642
2014072413	020	022	4	661
2014072413	061	061	29	7057
2014072413	002	058	26	3724
2014072413	024	033	7	1088
2014072413	023	023	22	4026
2014072413	022	023	21	2158
2014072413	003	003	27	1214
2014072413	058	010	208	4369
2014072414	001	033	21	3091
2014072414	003	003	18	2768
2014072414	011	033	12	2713
2014072414	010	010	87	18441
2014072414	010	052	73	13279
2014072415	003	003	16	1357
2014072415	026	026	77	6430
2014072415	026	026	38	6430
2014072415	102	061	23	5045
2014072415	094	033	109	13011
2014072415	022	037	8	1302
2014072415	057	096	14	2176
2014072415	001	026	66	5298
2014072415	061	102	25	5184
2014072416	020	061	94	15355
2014072416	020	061	94	15329
2014072416	020	023	8	1076
2014072416	001	053	24	2875
2014072416	060	096	16	2485
2014072416	060	096	15	2493
2014072416	026	013	4	665
2014072416	037	023	17	1966
2014072416	011	001	19	3275
2014072416	037	023	16	1915
2014072416	102	097	11	1261
2014072416	096	053	7	1792
2014072416	023	061	24	7726
2014072416	023	020	28	3859
2014072416	023	020	27	3902
2014072416	097	097	41	7530
2014072416	057	059	88	12372
2014072416	037	013	18	1525
2014072416	058	061	12	2534
2014072417	022	020	6	671
2014072417	094	058	29	4429
2014072417	052	052	29	6360
2014072417	033	001	24	2907
2014072417	009	003	17	1098
2014072417	014	041	4	663
2014072417	013	008	68	2191
2014072417	026	026	370	45491
2014072417	033	020	22	2411
2014072418	020	022	6	677
2014072418	013	026	6	737
2014072418	023	033	3	1100
2014072418	097	103	15	2879
2014072418	037	021	4	792
2014072418	052	058	29	4149
2014072418	057	102	82	9001
2014072418	052	058	29	4171
2014072418	061	052	12	2899
2014072418	037	037	328	23160
2014072418	011	001	16	2564
2014072418	037	014	15	1266
2014072418	058	059	5	530
2014072418	001	052	16	1762
2014072418	061	052	12	2887
2014072418	059	052	16	2301
2014072418	094	094	408	32073
2014072418	094	094	406	32057
2014072418	014	013	3	287
2014072418	061	058	9	1762
2014072418	026	003	12	1858
2014072418	052	061	27	4810
2014072418	052	007	3007	3267
2014072418	052	007	2901	3267
2014072418	052	007	2881	3267
2014072418	052	007	2787	3267
2014072418	052	007	2786	3267
2014072418	052	007	2633	3267
2014072418	052	007	2630	3267
2014072418	052	007	1886	3267
2014072418	052	007	1731	3267
2014072418	052	007	1706	3267
2014072418	052	007	1692	3267
2014072418	052	007	1622	3267
2014072418	052	007	1479	3267
2014072418	052	007	208	3267
2014072418	052	007	172	3267
2014072418	052	007	38	3267
2014072418	052	007	34	3267
2014072418	013	010	15	1484
2014072418	059	052	8	2295
2014072418	003	094	25	3426
2014072418	010	007	31	2521
2014072418	094	067	218	11224
2014072418	061	094	36	4561
2014072418	020	025	9	1455
2014072418	061	003	23	5211
2014072418	020	020	16	1619
2014072418	094	003	24	3450
2014072418	100	011	43	5009
2014072418	061	061	54	13487
2014072418	058	059	54	9813
2014072418	010	061	70	10079
2014072418	094	061	23	3385
2014072418	003	060	22	5098
2014072418	013	026	212	23470
2014072418	001	020	34	5278
2014072418	097	094	9	1558
2014072418	013	026	199	23348
2014072419	102	102	3	89
2014072419	061	052	17	2928
2014072419	102	102	20	1598
2014072419	102	102	19	1506
2014072419	096	096	120	12603
2014072419	097	058	60	10442
2014072419	003	011	12	1739
2014072419	041	003	34	3281
2014072419	033	058	24	5403
2014072419	007	008	2	242
2014072419	033	061	42	7906
2014072419	020	008	23	3620
2014072419	007	011	28	1509
2014072419	020	022	13	679
2014072419	020	022	12	686
2014072419	008	011	8	945
2014072419	097	094	26	2299
2014072419	025	001	30	3534
2014072419	061	001	60	9315
2014072419	057	058	4	596
2014072419	061	001	59	9413
2014072419	025	009	20	3802
2014072419	023	059	34	7097
2014072419	058	001	23	3412
2014072419	052	053	93	5305
2014072419	022	001	28	4774
2014072419	022	001	28	4672
2014072419	022	010	16	3397
2014072419	059	059	15	2046
2014072419	024	020	8	1235
2014072419	100	033	26	6070
2014072419	020	024	25	1290
2014072419	011	009	18	1764
2014072419	057	059	11	1829
2014072419	013	025	23	3438
2014072419	009	009	31	1462
2014072419	009	100	119	12364
2014072419	009	100	118	12262
2014072419	011	011	47	4100
2014072419	011	003	19	1715
2014072419	003	026	120	13303
2014072419	061	053	85	11194
2014072419	061	061	152	18402
2014072419	056	059	19	965
2014072419	021	024	15	1088
2014072419	025	033	3	822
2014072419	103	103	101	14208
2014072419	003	026	26	3165
2014072419	003	026	26	3165
2014072419	001	001	18	1315
2014072419	001	097	156	14140
2014072419	010	096	25	3618
2014072419	001	097	154	14800
2014072419	061	061	45	5872
2014072419	061	061	44	5719
2014072419	058	052	74	9787
2014072419	052	061	14	2909
2014072419	058	058	134	21935
2014072419	011	010	2	375
2014072419	024	052	47	4600
2014072419	024	052	47	4653
2014072420	102	097	106	12405
2014072420	102	061	26	4384
2014072420	003	001	5	633
2014072420	102	061	26	4351
2014072420	094	052	57	7967
2014072420	001	058	22	3493
2014072420	094	052	58	8039
2014072420	033	059	32	5995
2014072420	097	102	28	5272
2014072420	094	094	143	25910
2014072420	061	001	28	4655
2014072420	041	009	33	3036
2014072420	041	009	32	2648
2014072420	094	094	138	26131
2014072420	052	052	75	11100
2014072420	052	052	76	11257
2014072420	009	102	24	4812
2014072420	058	056	84	11559
2014072420	052	052	74	11353
2014072420	058	024	296	11886
2014072420	061	061	32	7432
2014072420	058	056	81	11618
2014072420	094	058	9	2078
2014072420	001	052	15	1799
2014072420	052	052	68	11092
2014072420	033	024	5	918
2014072420	102	097	91	11480
2014072420	025	052	19	4353
2014072420	026	022	20	2838
2014072420	010	011	58	7853
2014072420	010	011	58	7436
2014072420	037	013	28	1717
2014072420	052	102	20	3806
2014072420	001	096	20	3112
2014072420	061	061	10	1325
2014072420	061	102	56	7300
2014072420	001	096	19	3036
2014072420	061	061	81	9481
2014072420	011	001	12	2311
2014072420	020	023	35	2174
2014072420	102	096	30	4772
2014072420	052	058	12	1752
2014072420	003	003	78	6926
2014072420	102	102	58	1725
2014072420	003	094	29	5215
2014072420	009	011	5	861
2014072420	061	102	44	5960
2014072420	052	052	210	15263
2014072420	061	001	43	7142
2014072420	096	097	26	2166
2014072420	053	094	8	1261
2014072420	001	102	18	3391
2014072420	014	053	79	16958
2014072420	010	011	12	1143
2014072420	061	052	23	2901
2014072420	037	025	332	29022
2014072420	061	061	51	10140
2014072420	058	052	48	6328
2014072420	059	059	46	5940
2014072420	001	002	159	21467
2014072420	059	059	45	5997
2014072420	013	002	29	4369
2014072420	001	002	154	21681
2014072420	001	096	30	1856
2014072420	058	058	184	12411
2014072420	053	094	63	3391
2014072420	094	025	26	4682
2014072421	102	052	22	4263
2014072421	052	059	27	2325
2014072421	052	059	26	2372
2014072421	096	061	24	4486
2014072421	024	033	6	1074
2014072421	023	025	310	27352
2014072421	102	094	27	7345
2014072421	001	020	27	4672
2014072421	023	033	5	1096
2014072421	096	094	10	1619
2014072421	096	094	10	1664
2014072421	094	096	70	10771
2014072421	001	025	22	3800
2014072421	022	020	18	663
2014072421	052	052	42	7880
2014072421	061	061	9	896
2014072421	003	097	27	3761
2014072421	059	061	17	1592
2014072421	061	102	13	2340
2014072421	059	061	13	1588
2014072421	052	013	25	4359
2014072421	025	022	55	9164
2014072421	102	060	8	959
2014072421	102	060	7	939
2014072421	061	061	90	16058
2014072421	102	102	6	87
2014072421	059	061	65	11053
2014072421	020	058	55	7102
2014072421	094	001	12	1956
2014072421	020	058	52	7061
2014072421	010	010	112	12513
2014072421	059	059	81	9695
2014072421	102	061	18	3979
2014072421	059	059	81	9448
2014072421	059	059	81	9346
2014072421	102	061	18	3828
2014072421	094	010	29	3918
2014072421	001	093	19	2703
2014072421	059	059	73	9468
2014072421	059	002	29	4678
2014072421	033	058	28	5347
2014072421	096	003	51	6493
2014072421	007	024	33	5006
2014072421	009	011	5	873
2014072421	058	013	54	6307
2014072421	058	013	55	6322
2014072421	061	061	127	12325
2014072421	061	061	122	12170
2014072421	009	052	70	10575
2014072421	009	052	70	10542
2014072422	001	020	30	5274
2014072422	011	037	28	2568
2014072422	097	058	15	2342
2014072422	011	037	28	2732
2014072422	011	052	20	4261
2014072422	011	052	20	4139
2014072422	052	052	3	79
2014072422	052	059	10	2287
2014072422	025	059	96	17365
2014072422	001	002	29	4874
2014072422	094	094	137	11712
2014072422	025	059	95	17254
2014072422	052	094	29	5129
2014072422	011	010	3	379
2014072422	001	011	30	2325
2014072422	001	011	29	2383
2014072422	052	058	21	2466
2014072422	052	061	11	2846
2014072422	052	061	11	2897
2014072422	037	036	4	457
2014072422	037	033	25	2742
2014072422	059	102	24	4976
2014072422	036	033	20	2291
2014072422	013	036	18	2272
2014072422	013	036	15	1970
2014072422	013	023	51	3148
2014072422	058	053	61	5880
2014072422	013	023	50	3148
2014072422	020	037	29	1468
2014072422	061	001	24	4631
2014072422	061	001	24	4537
2014072422	033	001	17	2775
2014072423	102	001	29	5045
2014072423	058	053	42	5784
2014072423	061	059	4	616
2014072423	002	096	16	1899
2014072423	059	102	12	2233
2014072423	001	011	21	2713
2014072423	094	102	171	4596
2014072423	001	011	21	2681
2014072423	037	037	59	5525
2014072423	024	025	3	253
2014072423	033	061	24	6534
2014072423	102	094	16	2897
2014072423	033	013	48	4686
2014072423	009	011	5	878
2014072423	023	057	39	7528
2014072423	023	057	35	7524
2014072423	001	003	14	2385
2014072423	003	002	30	5840
2014072423	061	102	28	5460
2014072500	061	102	22	5102
2014072500	033	025	18	1756
2014072500	033	025	19	1676
2014072500	037	037	29	2209
2014072500	009	011	5	857
2014072500	025	001	29	4231
2014072500	025	001	29	4151
2014072500	053	058	8	922
2014072500	060	060	35	4823
2014072500	096	102	16	1725
2014072500	060	060	34	4917
2014072500	013	013	34	2227
2014072500	011	033	24	3316
2014072501	033	037	18	1598
2014072501	001	008	23	2491
2014072501	001	007	27	2534
2014072501	037	011	7	1874
2014072501	026	022	13	2897
2014072501	059	096	27	4831
2014072501	059	096	26	5392
2014072501	059	096	29	4921
2014072501	059	096	26	5356
2014072502	094	001	25	2142
2014072502	094	001	29	2997
2014072502	094	001	29	3881
2014072502	094	001	22	1680
2014072503	001	009	20	1927
2014072503	001	009	20	2052
2014072503	001	009	23	2920
2014072503	001	009	20	2121
2014072504	009	011	9	1035
2014072504	009	011	7	851
2014072504	009	011	7	853
2014072504	009	011	8	949
2014072504	013	022	21	3189
2014072504	013	022	21	4290
2014072504	013	022	18	2638
2014072504	013	022	20	3383
2014072505	052	025	31	4559
2014072505	052	024	29	4714
2014072506	061	061	27	5807
2014072507	025	020	8	1468
2014072508	011	100	31	4962
2014072508	022	020	4	679
2014072508	094	096	313	1276
2014072508	003	011	12	1666
2014072508	011	059	25	6336
2014072508	022	052	23	5006
2014072508	021	041	21	2762
2014072508	020	022	2	665
2014072509	094	001	22	2691
2014072509	010	007	6	800
2014072509	008	061	24	6009
2014072509	020	023	4	992
2014072509	011	009	3	867
2014072509	022	020	3	663
2014072509	052	059	10	2309
2014072509	020	024	7	1208
2014072509	024	001	21	4016
2014072510	096	100	8	959
2014072510	020	024	4	1204
2014072510	052	022	34	5143
2014072510	059	052	12	2291
2014072510	001	061	21	4604
2014072510	041	067	296	21967
2014072510	041	067	290	22074
2014072510	033	024	9	1086
2014072510	058	052	8	1778
2014072510	011	052	70	9605
2014072510	011	052	69	8739
2014072510	003	001	3	616
2014072511	024	003	27	4286
2014072511	001	011	10	2244
2014072511	052	052	25	5699
2014072511	067	100	65	4619
2014072511	008	052	17	3197
2014072511	022	020	3	671
2014072511	096	003	21	2724
2014072511	037	025	49	6240
2014072512	024	020	9	1263
2014072512	011	009	4	861
2014072512	003	025	24	3806
2014072512	026	011	26	2164
2014072512	094	094	126	16393
2014072512	094	094	125	16184
2014072512	094	094	125	16152
2014072512	003	096	19	2740
2014072512	059	093	37	4110
2014072512	059	093	36	4128
2014072512	001	093	35	5825
2014072512	001	093	402	5813
2014072512	096	097	8	498
2014072512	024	023	23	4445
2014072513	061	061	29	7138
2014072513	057	058	145	13164
2014072513	025	020	12	1498
2014072513	001	026	188	6661
2014072513	011	033	13	2728
2014072513	094	033	24	3918
2014072513	002	094	53	4108
2014072513	020	022	4	657
2014072513	052	053	106	9721
2014072513	020	020	24	3236
2014072513	096	096	17	1509
2014072513	097	053	24	3951
2014072514	061	061	17	1819
2014072514	023	025	4	483
2014072514	093	061	26	4731
2014072514	001	094	15	2184
2014072514	096	059	45	7461
2014072514	023	011	18	3495
2014072514	057	057	13	198
2014072514	022	033	7	1176
2014072514	022	033	7	1176
2014072515	001	001	57	9768
2014072515	011	009	6	878
2014072515	023	067	24	4520
2014072515	059	094	120	19023
2014072515	020	024	6	1194
2014072516	059	094	20	2585
2014072516	020	020	79	9787
2014072516	056	053	81	8752
2014072516	094	052	31	7700
2014072516	067	023	27	5397
2014072516	067	041	349	22090
2014072516	067	041	345	21773
2014072516	052	052	290	23681
2014072516	096	001	9	1682
2014072516	052	053	110	6912
2014072516	001	096	24	3156
2014072517	023	061	24	7773
2014072517	052	052	262	23552
2014072517	094	061	59	10220
2014072517	059	059	192	9913
2014072517	093	009	28	1997
2014072517	025	020	13	1543
2014072517	037	008	21	3826
2014072517	023	020	3	1055
2014072517	033	001	17	3763
2014072517	033	037	30	7528
2014072517	008	007	2	230
2014072517	094	052	113	22739
2014072517	003	067	260	11561
2014072517	025	025	88	6777
2014072517	025	025	89	6683
2014072517	037	024	7	1819
2014072517	003	002	6	496
2014072517	001	002	1	177
2014072517	057	057	175	8531
2014072517	052	052	153	24544
2014072517	020	094	83	12482
2014072517	002	067	100	10361
2014072517	009	011	23	2442
2014072517	002	052	13	1897
2014072517	024	041	11	2693
2014072518	102	061	61	9001
2014072518	013	013	23	2056
2014072518	037	094	57	14081
2014072518	011	010	2	379
2014072518	033	022	16	1602
2014072518	056	001	27	3871
2014072518	056	001	27	3916
2014072518	052	061	12	2885
2014072518	061	061	44	5174
2014072518	061	061	44	5000
2014072518	094	052	22	965
2014072518	013	013	25	2362
2014072518	059	094	10	2599
2014072518	097	053	12	1729
2014072518	052	052	75	6836
2014072518	094	059	23	2936
2014072518	094	059	14	2950
2014072518	061	061	25	5721
2014072518	011	008	10	1025
2014072518	022	020	4	682
2014072518	011	067	24	4492
2014072518	061	061	109	12970
2014072518	033	067	25	5303
2014072518	053	053	116	11686
2014072518	020	037	15	739
